Lead Origin,Lead Source,Converted,Last Activity,Specialization,What is your current occupation,Tags,A free copy of Mastering The Interview,Engagement Score,Lead Quality Score
Landing Page Submission,Organic Search,0,Email Opened,Hospitality Management,Other,Ringing,1,10.833333333333334,2
API,Olark Chat,0,Olark Chat Conversation,Not Specified,Other,Ringing,0,0.0,2
API,Referral Sites,0,Email Link Clicked,Not Specified,Other,Ringing,0,116.26666666666667,2
Landing Page Submission,google,0,Page Visited on Website,Not Specified,Other,Ringing,0,420.0,2
Landing Page Submission,Referral Sites,0,Unreachable,Finance Management,Unemployed,Ringing,0,68.39666666666666,3
Landing Page Submission,Google,0,Olark Chat Conversation,Human Resource Management,Unemployed,Interested  in full time MBA,0,45.86666666666667,3
Landing Page Submission,Google,0,Email Opened,E-Business,Unemployed,Interested in other courses,0,78.4,2
API,Organic Search,0,Olark Chat Conversation,Not Specified,Other,Ringing,0,50.93333333333333,2
API,Olark Chat,0,Olark Chat Conversation,Not Specified,Other,Ringing,0,0.0,2
API,Olark Chat,0,Email Opened,Not Specified,Other,Ringing,0,0.0,2
API,Referral Sites,0,Converted to Lead,Finance Management,Unemployed,Interested in other courses,0,3.55,2
Landing Page Submission,Organic Search,1,Email Opened,Operations Management,Working Professional,Will revert after reading the email,1,2.7486666666666673,3
API,Google,0,Email Opened,Not Specified,Other,Ringing,0,58.35,2
API,Olark Chat,0,Olark Chat Conversation,Not Specified,Other,Ringing,0,0.0,2
API,Google,0,Olark Chat Conversation,Not Specified,Other,Ringing,0,25.866666666666667,2
Landing Page Submission,Direct Traffic,0,Email Opened,Marketing Management,Other,Ringing,1,546.4333333333334,2
Landing Page Submission,Direct Traffic,1,Form Submitted on Website,Human Resource Management,Unemployed,Will revert after reading the email,0,35.06666666666667,2
API,Google,0,View in browser link Clicked,Not Specified,Other,Ringing,0,18.333333333333332,2
API,Organic Search,0,Email Link Clicked,Not Specified,Other,Ringing,0,61.875,2
Landing Page Submission,Direct Traffic,0,Email Opened,Human Resource Management,Unemployed,Ringing,0,46.4,2
Landing Page Submission,Organic Search,0,Page Visited on Website,"Banking, Investment And Insurance",Unemployed,Ringing,1,3.2,3
Landing Page Submission,Direct Traffic,1,Email Opened,Finance Management,Unemployed,Lost to EINS,1,26.458333333333332,3
Lead Add Form,Reference,1,Modified,Human Resource Management,Unemployed,Will revert after reading the email,0,114.45765184800356,1
API,Olark Chat,0,Olark Chat Conversation,Not Specified,Other,Ringing,0,0.0,2
Landing Page Submission,Google,1,Page Visited on Website,"Banking, Investment And Insurance",Unemployed,Will revert after reading the email,0,158.66666666666666,2
API,Referral Sites,0,Email Opened,Not Specified,Other,Ringing,0,67.95833333333334,2
Landing Page Submission,Google,0,Email Opened,Human Resource Management,Unemployed,Ringing,0,2397.8166666666666,2
Landing Page Submission,Google,0,Email Opened,IT Projects Management,Unemployed,Ringing,0,30.416666666666664,3
Landing Page Submission,Direct Traffic,0,Email Opened,E-Business,Working Professional,Interested in other courses,1,73.65,1
API,Google,1,Email Bounced,Finance Management,Unemployed,Will revert after reading the email,0,261.5375,3
API,Organic Search,1,Olark Chat Conversation,Finance Management,Unemployed,Will revert after reading the email,0,17.55,3
API,Google,0,Email Opened,Not Specified,Other,Ringing,0,207.7758333333333,2
Landing Page Submission,Google,1,Email Opened,Marketing Management,Unemployed,Will revert after reading the email,0,54.79166666666667,3
API,Google,0,Email Opened,Not Specified,Other,Ringing,0,84.525,2
Landing Page Submission,Google,0,Page Visited on Website,"Banking, Investment And Insurance",Unemployed,Ringing,0,17.866666666666667,2
API,Referral Sites,0,Email Opened,Finance Management,Unemployed,Ringing,0,259.8,2
Landing Page Submission,Organic Search,0,Unreachable,Supply Chain Management,Unemployed,switched off,1,251.4,2
API,Organic Search,0,Email Link Clicked,Not Specified,Other,Ringing,0,189.56666666666666,2
API,Google,0,Email Link Clicked,Finance Management,Unemployed,Interested in other courses,0,24.133333333333333,2
Landing Page Submission,Google,0,Form Submitted on Website,Human Resource Management,Unemployed,Graduation in progress,0,29.85,3
API,Google,1,Olark Chat Conversation,Finance Management,Unemployed,Will revert after reading the email,0,463.33333333333337,3
API,Referral Sites,1,Email Opened,Human Resource Management,Working Professional,Will revert after reading the email,0,640.0,1
API,Google,1,Page Visited on Website,Supply Chain Management,Working Professional,Will revert after reading the email,0,290.1333333333333,4
Landing Page Submission,Referral Sites,1,Email Opened,Operations Management,Unemployed,Will revert after reading the email,1,517.8,1
Landing Page Submission,Direct Traffic,0,Email Bounced,Marketing Management,Unemployed,Interested in other courses,0,376.0,2
API,Organic Search,0,Email Bounced,Not Specified,Other,Ringing,0,81.06666666666666,2
API,Olark Chat,0,Email Opened,Not Specified,Other,Ringing,0,0.0,2
Landing Page Submission,Direct Traffic,0,Page Visited on Website,Healthcare Management,Unemployed,Ringing,1,62.7,2
Landing Page Submission,Google,0,Email Opened,Finance Management,Unemployed,Ringing,0,24.166666666666668,2
API,Google,0,Page Visited on Website,Finance Management,Unemployed,Interested in other courses,0,18.0,2
API,Organic Search,1,Email Opened,Human Resource Management,Unemployed,Will revert after reading the email,0,258.24166666666673,3
API,Olark Chat,0,Email Opened,Healthcare Management,Unemployed,Interested in other courses,0,0.0,1
Landing Page Submission,Google,0,Olark Chat Conversation,Finance Management,Other,Ringing,1,39.733333333333334,2
Landing Page Submission,Direct Traffic,0,Olark Chat Conversation,International Business,Unemployed,Interested  in full time MBA,1,0.8,2
Landing Page Submission,Direct Traffic,1,Email Opened,Marketing Management,Unemployed,Will revert after reading the email,0,735.8166666666667,1
API,Olark Chat,0,Olark Chat Conversation,Finance Management,Unemployed,Interested in other courses,0,0.0,2
API,Referral Sites,0,Email Link Clicked,Not Specified,Other,Ringing,0,33.0,2
API,Olark Chat,0,Email Opened,Not Specified,Other,Ringing,0,0.0,2
Lead Add Form,Reference,1,Email Opened,"Banking, Investment And Insurance",Unemployed,Will revert after reading the email,0,0.0,4
API,Google,0,Email Link Clicked,Finance Management,Unemployed,Ringing,0,66.75,2
Landing Page Submission,Google,0,Email Opened,Media and Advertising,Unemployed,Busy,0,527.0848333333334,2
API,Olark Chat,0,Olark Chat Conversation,Finance Management,Unemployed,Diploma holder (Not Eligible),0,0.0,2
API,Google,0,Email Opened,"Banking, Investment And Insurance",Unemployed,Diploma holder (Not Eligible),0,14.925,1
API,Direct Traffic,0,Converted to Lead,Not Specified,Other,Ringing,0,10.55,2
API,Google,0,Email Opened,Not Specified,Other,Ringing,0,60.93333333333333,2
API,Referral Sites,0,Olark Chat Conversation,Not Specified,Other,Ringing,0,22.933333333333334,2
Landing Page Submission,Google,0,Email Opened,Business Administration,Other,Ringing,0,15.494500000000002,2
API,Olark Chat,0,Email Opened,Finance Management,Unemployed,Ringing,0,0.0,2
Landing Page Submission,Organic Search,1,Email Opened,Operations Management,Unemployed,Will revert after reading the email,1,1024.5165,1
API,Referral Sites,0,Email Opened,Not Specified,Other,Ringing,0,63.2,2
Landing Page Submission,Google,0,Form Submitted on Website,Finance Management,Unemployed,Interested in other courses,0,2.8666666666666667,2
Lead Add Form,Reference,1,Modified,Media and Advertising,Unemployed,Will revert after reading the email,0,6.12911460705374,3
API,Olark Chat,0,Olark Chat Conversation,Finance Management,Unemployed,invalid number,0,0.0,2
Lead Add Form,Google,1,Email Opened,Supply Chain Management,Unemployed,Will revert after reading the email,0,0.0,4
API,Olark Chat,0,Olark Chat Conversation,Finance Management,Unemployed,Interested in other courses,0,0.0,2
API,Organic Search,0,Olark Chat Conversation,Not Specified,Other,Ringing,0,91.06666666666666,2
Lead Add Form,Reference,1,Email Link Clicked,Human Resource Management,Unemployed,Closed by Horizzon,0,0.0,1
API,Organic Search,0,Converted to Lead,Not Specified,Other,Ringing,0,18.6,2
API,Google,0,Email Opened,Not Specified,Other,Ringing,0,9.0,2
Landing Page Submission,Referral Sites,1,Email Opened,International Business,Working Professional,Will revert after reading the email,1,253.33333333333331,3
Landing Page Submission,Direct Traffic,0,Email Opened,Human Resource Management,Unemployed,Ringing,1,5.25,2
API,Olark Chat,1,Unreachable,Finance Management,Unemployed,Will revert after reading the email,0,0.0,1
Landing Page Submission,Google,0,Email Opened,Operations Management,Other,Ringing,0,41.86666666666667,2
API,Olark Chat,0,Olark Chat Conversation,Finance Management,Unemployed,Interested in other courses,0,0.0,2
API,Referral Sites,0,Email Opened,Not Specified,Other,Ringing,0,12.75,2
API,Organic Search,0,Olark Chat Conversation,Not Specified,Other,Ringing,0,18.933333333333334,2
Landing Page Submission,Organic Search,0,Email Opened,Operations Management,Other,Ringing,1,337.9166666666667,2
Lead Add Form,Reference,1,Modified,Healthcare Management,Working Professional,Will revert after reading the email,0,138.54649762921477,1
API,Referral Sites,0,Page Visited on Website,Not Specified,Other,Ringing,0,231.66666666666669,2
API,Olark Chat,0,Email Opened,Not Specified,Other,Ringing,0,0.0,2
API,Referral Sites,0,Page Visited on Website,Not Specified,Other,Ringing,0,337.0833333333333,2
API,Olark Chat,0,Olark Chat Conversation,Not Specified,Other,Ringing,0,0.0,2
Lead Add Form,Reference,1,Modified,Supply Chain Management,Unemployed,Will revert after reading the email,0,111.32182576997607,1
Landing Page Submission,Google,1,Email Opened,Finance Management,Unemployed,Will revert after reading the email,0,326.93333333333334,1
Landing Page Submission,Google,0,Email Link Clicked,Rural and Agribusiness,Other,Ringing,0,306.0416666666667,2
API,Referral Sites,0,Email Opened,Not Specified,Other,Ringing,0,35.20916666666667,2
Lead Add Form,Welingak Website,1,Email Opened,Human Resource Management,Unemployed,Closed by Horizzon,0,0.0,4
Landing Page Submission,Organic Search,1,Had a Phone Conversation,Human Resource Management,Unemployed,Will revert after reading the email,0,367.46666666666664,3
API,Referral Sites,0,Email Opened,Finance Management,Unemployed,Interested in other courses,0,110.00000000000001,2
Landing Page Submission,Google,0,Page Visited on Website,Human Resource Management,Other,Ringing,0,99.2,2
API,Organic Search,1,Page Visited on Website,Not Specified,Other,Will revert after reading the email,0,122.69999999999999,3
API,Google,0,Email Opened,Not Specified,Other,Ringing,0,25.066666666666666,2
Landing Page Submission,Google,1,Converted to Lead,Supply Chain Management,Unemployed,Will revert after reading the email,0,3.566666666666667,3
API,Olark Chat,0,Olark Chat Conversation,Not Specified,Other,Ringing,0,0.0,2
API,Olark Chat,0,Olark Chat Conversation,Not Specified,Other,Ringing,0,0.0,2
Landing Page Submission,Organic Search,0,Email Opened,E-COMMERCE,Other,Ringing,1,99.2,2
API,Olark Chat,0,Email Opened,Not Specified,Other,Ringing,0,0.0,2
Landing Page Submission,Direct Traffic,0,Email Opened,IT Projects Management,Unemployed,Ringing,1,54.75,2
Landing Page Submission,Google,1,Email Opened,Marketing Management,Unemployed,Will revert after reading the email,0,54.8,3
API,Referral Sites,0,Email Opened,Not Specified,Other,Ringing,0,47.733333333333334,2
Landing Page Submission,Google,0,Unreachable,"Banking, Investment And Insurance",Unemployed,Ringing,1,2823.75,3
Landing Page Submission,Direct Traffic,0,Email Opened,Human Resource Management,Other,Ringing,1,201.9,2
API,Google,0,Email Opened,Not Specified,Other,Ringing,0,113.10833333333332,2
API,Google,0,Email Opened,Not Specified,Other,Ringing,0,6.0,2
API,Olark Chat,0,Olark Chat Conversation,Finance Management,Unemployed,Ringing,0,0.0,2
Landing Page Submission,Google,1,Email Opened,IT Projects Management,Working Professional,Closed by Horizzon,1,435.0375,4
API,Referral Sites,0,Email Opened,Not Specified,Other,Ringing,0,87.576,2
Landing Page Submission,Google,0,Page Visited on Website,Marketing Management,Other,Ringing,0,78.04866666666666,2
API,Olark Chat,0,Email Opened,Not Specified,Other,Ringing,0,0.0,2
Landing Page Submission,Google,1,Had a Phone Conversation,Marketing Management,Unemployed,Will revert after reading the email,1,196.66666666666666,3
API,Google,0,Email Opened,Not Specified,Other,Ringing,0,13.166666666666666,2
API,Olark Chat,0,Unreachable,Not Specified,Other,Ringing,0,0.0,2
API,Olark Chat,0,Email Opened,Not Specified,Other,Ringing,0,0.0,2
Landing Page Submission,Direct Traffic,1,Unsubscribed,Business Administration,Unemployed,Will revert after reading the email,1,361.06666666666666,3
Landing Page Submission,Organic Search,1,Email Opened,Human Resource Management,Unemployed,Will revert after reading the email,1,459.1666666666667,1
API,Olark Chat,0,Olark Chat Conversation,Finance Management,Unemployed,Already a student,0,0.0,2
API,Google,0,Email Opened,Finance Management,Unemployed,Ringing,0,84.53333333333333,2
API,Organic Search,1,Email Opened,Finance Management,Unemployed,Will revert after reading the email,0,282.0833333333333,3
API,Referral Sites,1,Had a Phone Conversation,Finance Management,Unemployed,Will revert after reading the email,0,117.07499999999999,3
Landing Page Submission,Google,1,Email Opened,Marketing Management,Unemployed,Will revert after reading the email,1,268.84,4
API,Organic Search,1,Email Opened,Finance Management,Unemployed,Interested in other courses,0,178.8,0
Landing Page Submission,Google,0,Form Submitted on Website,Marketing Management,Other,Ringing,0,16.666666666666668,2
API,Organic Search,0,Email Opened,Finance Management,Unemployed,Ringing,0,16.666666666666668,3
API,Organic Search,0,Email Opened,Not Specified,Other,Ringing,0,16.533333333333335,2
Landing Page Submission,Direct Traffic,0,Unsubscribed,Media and Advertising,Unemployed,Ringing,0,26.8,2
